"Entity Name","Branch Region","Branch","Division","Due Date","Top Level Customer ID","Top Level Customer Name","Customer ID","Customer","Billing Group ID","Billing Group","Invoice ID","Invoice #","Issue Date","Total","Outstanding","Delivery","Status"
"Connect Resources (NSW) Pty Ltd","","","","6.4.2024","69","Georgiou","69","Georgiou","","","28687","NSW1672","23.3.2024","2,622.95","2,622.95","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","6.4.2024","149","J K WILLIAMS CONTRACTING PTY LIMITED","149","J K WILLIAMS CONTRACTING PTY LIMITED","","","28688","NSW1673","23.3.2024","17,302.73","17,302.73","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","6.4.2024","146","R.A. Smith Contracting Pty Ltd","146","R.A. Smith Contracting Pty Ltd","","","28689","NSW1674","23.3.2024","2,155.35","2,155.35","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","1.5.2024","117","WESTERN EARTHMOVING PTY LTD","117","WESTERN EARTHMOVING PTY LTD","","","28690","NSW1675","23.3.2024","915.75","915.75","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","1.5.2024","117","WESTERN EARTHMOVING PTY LTD","117","WESTERN EARTHMOVING PTY LTD","","","28691","NSW1676","23.3.2024","490.80","490.80","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","1.5.2024","117","WESTERN EARTHMOVING PTY LTD","117","WESTERN EARTHMOVING PTY LTD","","","28692","NSW1677","23.3.2024","507.25","507.25","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","1.5.2024","117","WESTERN EARTHMOVING PTY LTD","117","WESTERN EARTHMOVING PTY LTD","","","28693","NSW1678","23.3.2024","828.72","828.72","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","162","WTC Group Aust Pty Ltd","162","WTC Group Aust Pty Ltd","","","28694","NSW1679","23.3.2024","3,956.59","3,956.59","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","162","WTC Group Aust Pty Ltd","162","WTC Group Aust Pty Ltd","","","28695","NSW1680","23.3.2024","5,185.35","5,185.35","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","162","WTC Group Aust Pty Ltd","162","WTC Group Aust Pty Ltd","","","28696","NSW1681","23.3.2024","3,987.50","3,987.50","Email/PDF","Sent"
