"Entity Name","Branch Region","Branch","Division","Due Date","Top Level Customer ID","Top Level Customer Name","Customer ID","Customer","Billing Group ID","Billing Group","Invoice ID","Invoice #","Issue Date","Total","Outstanding","Delivery","Status"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3359","INV4092","22.5.2020","1,827.19","1,827.19","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3360","INV4093","22.5.2020","1,983.85","1,983.85","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3361","INV4094","22.5.2020","1,983.85","1,983.85","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3362","INV4095","22.5.2020","1,762.04","1,762.04","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3363","INV4096","22.5.2020","1,762.04","1,762.04","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3364","INV4097","22.5.2020","2,050.33","2,050.33","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3365","INV4098","22.5.2020","1,523.16","1,523.16","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3366","INV4099","22.5.2020","2,187.24","2,187.24","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3367","INV4100","22.5.2020","2,354.74","2,354.74","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","25","Buckby Contracting Pty Ltd","25","Buckby Contracting Pty Ltd","","","3368","INV4101","22.5.2020","1,549.68","1,549.68","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","26","CPB Contractors Pty Ltd","26","CPB Contractors Pty Ltd","","","3369","INV4102","22.5.2020","3,575.00","3,575.00","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","26","CPB Contractors Pty Ltd","26","CPB Contractors Pty Ltd","","","3370","INV4103","22.5.2020","3,664.38","3,664.38","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","21","Platinum Plant & Equipment Hire","21","Platinum Plant & Equipment Hire","","","3371","INV4104","22.5.2020","50,285.22","50,285.22","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3372","INV4105","22.5.2020","2,560.06","2,560.06","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3373","INV4106","22.5.2020","3,649.46","3,649.46","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3374","INV4107","22.5.2020","2,507.55","2,507.55","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3375","INV4108","22.5.2020","2,573.19","2,573.19","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3376","INV4109","22.5.2020","2,726.26","2,726.26","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","39","DK Kaartdijin","39","DK Kaartdijin","","","3377","INV4110","22.5.2020","2,656.72","2,656.72","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","22","DOWSING GROUP PTY LTD","22","DOWSING GROUP PTY LTD","","","3378","INV4111","22.5.2020","213.05","213.05","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","22","DOWSING GROUP PTY LTD","22","DOWSING GROUP PTY LTD","","","3379","INV4112","22.5.2020","949.08","949.08","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","22","DOWSING GROUP PTY LTD","22","DOWSING GROUP PTY LTD","","","3380","INV4113","22.5.2020","949.08","949.08","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","21","Platinum Plant & Equipment Hire","21","Platinum Plant & Equipment Hire","","","3381","INV4114","22.5.2020","2,848.02","2,848.02","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","35","Stabilised Pavements of Australia","35","Stabilised Pavements of Australia","","","3382","INV4115","22.5.2020","4,745.96","4,745.96","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","22","DOWSING GROUP PTY LTD","22","DOWSING GROUP PTY LTD","","","3383","INV4116","22.5.2020","1,612.67","1,612.67","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","30.6.2020","22","DOWSING GROUP PTY LTD","22","DOWSING GROUP PTY LTD","","","3384","INV4117","22.5.2020","518.79","518.79","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","15","Foti Earthmoving","15","Foti Earthmoving","","","3385","INV4118","22.5.2020","253.28","253.28","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","15","Foti Earthmoving","15","Foti Earthmoving","","","3386","INV4119","22.5.2020","1,063.03","1,063.03","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","15","Foti Earthmoving","15","Foti Earthmoving","","","3387","INV4120","22.5.2020","362.84","362.84","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","5.6.2020","11","GSS Hire (Aust)","11","GSS Hire (Aust)","","","3388","INV4121","22.5.2020","2,124.16","2,124.16","Email/PDF","Sent"
"Connect Resources Pty Ltd","","","","1.7.2020","31","Mayday Rental","31","Mayday Rental","","","3389","INV4122","22.5.2020","3,418.80","3,418.80","Email/PDF","Sent"
